sale_id,date,product_id,customer_id,quantity_sold,unit_price,discount_pct,revenue
SO010571,2024-06-01,P0006,C0033,7,3.15,0.042,22.05
SO010572,2024-06-01,P0002,C0017,5,6.73,0.064,33.65
SO010573,2024-06-01,P0001,C0002,37,6.46,0.076,239.02
SO010574,2024-06-02,P0008,C0011,9,4.86,0.082,43.74
SO010575,2024-06-02,P0005,C0027,31,8.74,0.028,270.94
SO010576,2024-06-02,P0010,C0003,42,3.72,0.068,156.24
SO010577,2024-06-02,P0007,C0018,7,2.55,0.016,17.85
SO010578,2024-06-02,P0009,C0013,29,4.2,0.064,121.8
SO010579,2024-06-02,P0009,C0016,47,4.11,0.085,193.17
SO010580,2024-06-02,P0009,C0021,35,4.28,0.047,149.8
SO010581,2024-06-03,P0001,C0028,37,6.43,0.08,237.91
SO010582,2024-06-03,P0001,C0032,27,6.75,0.035,182.25
SO010583,2024-06-03,P0010,C0017,13,3.6,0.098,46.8
SO010584,2024-06-03,P0006,C0041,39,3.16,0.041,123.24
SO010585,2024-06-03,P0007,C0035,6,2.35,0.091,14.1
SO010586,2024-06-03,P0009,C0013,47,4.31,0.04,202.57
SO010587,2024-06-03,P0005,C0001,44,8.12,0.097,357.28
SO010588,2024-06-03,P0010,C0026,38,3.78,0.053,143.64
SO010589,2024-06-03,P0005,C0007,29,8.27,0.08,239.83
SO010590,2024-06-03,P0006,C0034,21,3.05,0.072,64.05
SO010591,2024-06-03,P0002,C0037,30,6.49,0.098,194.7
SO010592,2024-06-03,P0005,C0005,24,8.62,0.041,206.88
SO010593,2024-06-03,P0007,C0001,43,2.4,0.075,103.2
SO010594,2024-06-04,P0006,C0027,33,3.23,0.019,106.59
SO010595,2024-06-04,P0005,C0003,29,8.26,0.081,239.54
SO010596,2024-06-04,P0001,C0009,30,6.67,0.046,200.1
SO010597,2024-06-04,P0007,C0011,14,2.49,0.039,34.86
SO010598,2024-06-04,P0007,C0026,8,2.44,0.056,19.52
SO010599,2024-06-04,P0006,C0034,7,3.06,0.071,21.42
SO010600,2024-06-04,P0010,C0018,11,3.95,0.009,43.45
SO010601,2024-06-04,P0006,C0035,35,2.98,0.095,104.3
SO010602,2024-06-04,P0005,C0043,8,8.68,0.034,69.44
SO010603,2024-06-04,P0008,C0038,15,4.85,0.084,72.75
SO010604,2024-06-04,P0002,C0022,16,6.82,0.051,109.12
SO010605,2024-06-04,P0001,C0036,33,6.34,0.093,209.22
SO010606,2024-06-04,P0009,C0011,48,4.33,0.036,207.84
SO010607,2024-06-04,P0006,C0030,12,3.29,0.0,39.48
SO010608,2024-06-04,P0006,C0020,43,3.29,0.0,141.47
SO010609,2024-06-04,P0006,C0029,17,2.98,0.094,50.66
SO010610,2024-06-04,P0008,C0043,21,4.87,0.079,102.27
SO010611,2024-06-04,P0010,C0024,25,3.61,0.095,90.25
SO010612,2024-06-04,P0005,C0017,28,8.76,0.026,245.28
SO010613,2024-06-04,P0002,C0022,28,7.18,0.001,201.04
SO010614,2024-06-04,P0008,C0012,18,4.89,0.075,88.02
SO010615,2024-06-04,P0007,C0035,35,2.43,0.063,85.05
SO010616,2024-06-04,P0004,C0001,45,6.24,0.038,280.8
SO010617,2024-06-04,P0010,C0042,11,3.87,0.03,42.57
SO010618,2024-06-05,P0010,C0037,46,3.8,0.047,174.8
SO010619,2024-06-05,P0007,C0017,16,2.39,0.076,38.24
SO010620,2024-06-05,P0007,C0036,11,2.55,0.016,28.05
SO010621,2024-06-05,P0001,C0029,30,6.86,0.018,205.8
SO010622,2024-06-05,P0001,C0041,40,6.63,0.051,265.2
SO010623,2024-06-05,P0007,C0029,6,2.43,0.06,14.58
SO010624,2024-06-05,P0005,C0042,11,8.32,0.075,91.52
SO010625,2024-06-05,P0007,C0043,28,2.51,0.029,70.28
SO010626,2024-06-05,P0003,C0019,14,3.21,0.081,44.94
SO010627,2024-06-05,P0008,C0001,6,5.22,0.014,31.32
SO010628,2024-06-05,P0010,C0042,13,3.85,0.035,50.05
SO010629,2024-06-05,P0002,C0024,41,6.76,0.06,277.16
SO010630,2024-06-05,P0006,C0008,44,3.15,0.042,138.6
SO010631,2024-06-05,P0003,C0025,15,3.24,0.071,48.6
SO010632,2024-06-05,P0005,C0023,7,8.3,0.077,58.1
SO010633,2024-06-05,P0006,C0044,16,3.22,0.022,51.52
SO010634,2024-06-05,P0008,C0031,33,5.27,0.003,173.91
SO010635,2024-06-05,P0005,C0011,30,8.37,0.069,251.1
SO010636,2024-06-05,P0005,C0007,35,8.87,0.013,310.45
SO010637,2024-06-05,P0008,C0027,25,5.06,0.043,126.5
SO010638,2024-06-05,P0001,C0045,28,6.55,0.063,183.4
SO010639,2024-06-05,P0006,C0005,39,3.11,0.055,121.29
SO010640,2024-06-05,P0003,C0041,12,3.35,0.041,40.2
SO010641,2024-06-05,P0005,C0031,46,8.65,0.038,397.9
SO010642,2024-06-06,P0004,C0032,7,6.26,0.035,43.82
SO010643,2024-06-06,P0002,C0013,37,6.94,0.035,256.78
SO010644,2024-06-06,P0008,C0003,37,5.22,0.014,193.14
SO010645,2024-06-06,P0002,C0022,34,6.61,0.08,224.74
SO010646,2024-06-06,P0001,C0023,30,6.93,0.009,207.9
SO010647,2024-06-06,P0008,C0037,37,4.92,0.069,182.04
SO010648,2024-06-06,P0008,C0021,7,4.99,0.057,34.93
SO010649,2024-06-06,P0006,C0027,24,3.11,0.054,74.64
SO010650,2024-06-06,P0008,C0027,16,5.06,0.043,80.96
SO010651,2024-06-06,P0008,C0031,7,5.22,0.013,36.54
SO010652,2024-06-06,P0005,C0017,10,8.72,0.03,87.2
SO010653,2024-06-06,P0002,C0035,31,6.67,0.073,206.77
SO010654,2024-06-06,P0006,C0037,46,3.12,0.052,143.52
SO010655,2024-06-06,P0008,C0035,32,4.88,0.077,156.16
SO010656,2024-06-06,P0010,C0040,16,3.83,0.04,61.28
SO010657,2024-06-06,P0010,C0013,28,3.87,0.029,108.36
SO010658,2024-06-06,P0007,C0037,42,2.56,0.013,107.52
SO010659,2024-06-06,P0002,C0011,20,6.94,0.035,138.8
SO010660,2024-06-06,P0010,C0013,36,3.73,0.065,134.28
SO010661,2024-06-06,P0007,C0017,45,2.4,0.075,108.0
SO010662,2024-06-06,P0008,C0029,41,5.23,0.012,214.43
SO010663,2024-06-06,P0009,C0024,49,4.44,0.011,217.56
SO010664,2024-06-06,P0006,C0031,31,3.09,0.061,95.79
SO010665,2024-06-07,P0007,C0025,48,2.41,0.069,115.68
SO010666,2024-06-07,P0005,C0016,44,8.19,0.089,360.36
SO010667,2024-06-07,P0004,C0040,47,6.35,0.022,298.45
SO010668,2024-06-07,P0001,C0003,11,6.81,0.026,74.91
SO010669,2024-06-07,P0005,C0006,27,8.68,0.034,234.36
SO010670,2024-06-07,P0003,C0004,34,3.25,0.069,110.5
SO010671,2024-06-07,P0004,C0014,25,6.06,0.067,151.5
SO010672,2024-06-07,P0008,C0007,5,5.12,0.033,25.6
SO010673,2024-06-07,P0007,C0003,22,2.56,0.012,56.32
SO010674,2024-06-07,P0009,C0028,46,4.45,0.01,204.7
SO010675,2024-06-07,P0008,C0003,13,5.03,0.05,65.39
SO010676,2024-06-07,P0002,C0040,32,6.48,0.099,207.36
SO010677,2024-06-07,P0007,C0039,37,2.49,0.037,92.13
SO010678,2024-06-07,P0005,C0029,31,8.98,0.001,278.38
SO010679,2024-06-07,P0010,C0023,49,3.61,0.095,176.89
SO010680,2024-06-07,P0009,C0033,8,4.39,0.022,35.12
SO010681,2024-06-07,P0002,C0032,34,6.74,0.063,229.16
SO010682,2024-06-07,P0001,C0035,46,6.31,0.097,290.26
SO010683,2024-06-07,P0002,C0002,17,6.62,0.079,112.54
SO010684,2024-06-07,P0009,C0023,27,4.08,0.091,110.16
SO010685,2024-06-08,P0007,C0035,5,2.43,0.06,12.15
SO010686,2024-06-08,P0001,C0040,19,6.71,0.04,127.49
SO010687,2024-06-08,P0008,C0007,45,5.06,0.044,227.7
SO010688,2024-06-08,P0010,C0037,36,3.98,0.003,143.28
SO010689,2024-06-08,P0010,C0010,30,3.77,0.054,113.1
SO010690,2024-06-08,P0010,C0019,39,3.97,0.004,154.83
SO010691,2024-06-08,P0009,C0008,16,4.42,0.015,70.72
SO010692,2024-06-08,P0008,C0017,29,5.17,0.022,149.93
SO010693,2024-06-09,P0010,C0033,23,3.99,0.0,91.77
SO010694,2024-06-09,P0005,C0020,28,8.98,0.001,251.44
SO010695,2024-06-09,P0004,C0032,39,6.11,0.059,238.29
SO010696,2024-06-09,P0003,C0006,21,3.27,0.063,68.67
SO010697,2024-06-09,P0003,C0012,21,3.34,0.043,70.14
SO010698,2024-06-10,P0005,C0028,13,8.81,0.02,114.53
SO010699,2024-06-10,P0008,C0025,14,5.16,0.025,72.24
SO010700,2024-06-10,P0007,C0023,27,2.36,0.088,63.72
SO010701,2024-06-10,P0004,C0023,13,6.24,0.038,81.12
SO010702,2024-06-10,P0002,C0039,22,6.73,0.064,148.06
SO010703,2024-06-10,P0002,C0042,7,6.92,0.038,48.44
SO010704,2024-06-10,P0010,C0035,45,3.88,0.028,174.6
SO010705,2024-06-10,P0003,C0037,16,3.31,0.052,52.96
SO010706,2024-06-10,P0001,C0016,21,6.98,0.002,146.58
SO010707,2024-06-10,P0002,C0017,5,6.97,0.031,34.85
SO010708,2024-06-10,P0010,C0004,46,3.6,0.097,165.6
SO010709,2024-06-10,P0003,C0001,23,3.33,0.046,76.59
SO010710,2024-06-10,P0004,C0027,17,6.48,0.001,110.16
SO010711,2024-06-10,P0008,C0035,23,4.77,0.098,109.71
SO010712,2024-06-10,P0009,C0006,40,4.16,0.073,166.4
SO010713,2024-06-10,P0009,C0033,27,4.08,0.091,110.16
SO010714,2024-06-10,P0007,C0026,5,2.35,0.094,11.75
SO010715,2024-06-10,P0009,C0023,40,4.39,0.023,175.6
SO010716,2024-06-11,P0004,C0007,5,6.2,0.045,31.0
SO010717,2024-06-11,P0009,C0006,42,4.44,0.012,186.48
SO010718,2024-06-11,P0006,C0037,15,3.12,0.053,46.8
SO010719,2024-06-11,P0010,C0001,40,3.89,0.024,155.6
SO010720,2024-06-11,P0001,C0008,18,6.32,0.096,113.76
SO010721,2024-06-11,P0001,C0041,33,6.42,0.082,211.86
SO010722,2024-06-11,P0001,C0023,45,6.72,0.039,302.4
SO010723,2024-06-11,P0008,C0028,33,5.27,0.003,173.91
SO010724,2024-06-11,P0007,C0044,42,2.44,0.058,102.48
SO010725,2024-06-11,P0010,C0027,12,3.61,0.095,43.32
SO010726,2024-06-11,P0004,C0021,25,6.28,0.032,157.0
SO010727,2024-06-11,P0010,C0003,24,3.67,0.081,88.08
SO010728,2024-06-11,P0005,C0022,6,8.67,0.036,52.02
SO010729,2024-06-11,P0008,C0005,20,5.09,0.037,101.8
SO010730,2024-06-11,P0003,C0013,15,3.18,0.09,47.7
SO010731,2024-06-11,P0009,C0038,44,4.14,0.078,182.16
SO010732,2024-06-11,P0010,C0021,15,3.68,0.077,55.2
SO010733,2024-06-12,P0004,C0014,15,6.22,0.042,93.3
SO010734,2024-06-12,P0003,C0037,42,3.3,0.055,138.6
SO010735,2024-06-12,P0010,C0039,49,3.68,0.077,180.32
SO010736,2024-06-12,P0010,C0011,15,3.9,0.023,58.5
SO010737,2024-06-12,P0006,C0020,30,3.18,0.033,95.4
SO010738,2024-06-12,P0007,C0029,18,2.35,0.091,42.3
SO010739,2024-06-12,P0009,C0042,46,4.47,0.004,205.62
SO010740,2024-06-12,P0010,C0014,9,3.87,0.031,34.83
SO010741,2024-06-12,P0007,C0018,35,2.45,0.053,85.75
SO010742,2024-06-12,P0009,C0035,11,4.33,0.036,47.63
SO010743,2024-06-12,P0004,C0030,34,6.02,0.073,204.68
SO010744,2024-06-12,P0002,C0043,14,6.53,0.092,91.42
SO010745,2024-06-12,P0007,C0012,16,2.5,0.033,40.0
SO010746,2024-06-12,P0006,C0037,19,2.97,0.096,56.43
SO010747,2024-06-12,P0003,C0040,27,3.28,0.06,88.56
SO010748,2024-06-12,P0005,C0026,47,8.76,0.026,411.72
SO010749,2024-06-12,P0002,C0033,44,6.74,0.062,296.56
SO010750,2024-06-12,P0009,C0019,11,4.27,0.05,46.97
SO010751,2024-06-12,P0010,C0044,27,3.71,0.071,100.17
SO010752,2024-06-12,P0008,C0007,15,5.17,0.022,77.55
SO010753,2024-06-12,P0009,C0034,22,4.49,0.001,98.78
SO010754,2024-06-12,P0008,C0021,22,5.24,0.009,115.28
SO010755,2024-06-12,P0005,C0019,17,8.93,0.007,151.81
SO010756,2024-06-12,P0002,C0034,30,6.86,0.046,205.8
SO010757,2024-06-12,P0006,C0020,33,3.2,0.027,105.6
SO010758,2024-06-13,P0006,C0037,29,3.03,0.078,87.87
SO010759,2024-06-13,P0008,C0016,18,4.92,0.069,88.56
SO010760,2024-06-13,P0006,C0005,19,3.2,0.027,60.8
SO010761,2024-06-13,P0005,C0016,22,8.37,0.069,184.14
SO010762,2024-06-13,P0003,C0024,39,3.38,0.032,131.82
SO010763,2024-06-13,P0002,C0030,28,7.13,0.009,199.64
SO010764,2024-06-13,P0003,C0029,26,3.16,0.094,82.16
SO010765,2024-06-13,P0004,C0038,22,6.05,0.068,133.1
SO010766,2024-06-13,P0003,C0017,17,3.38,0.031,57.46
SO010767,2024-06-13,P0006,C0040,25,3.26,0.009,81.5
SO010768,2024-06-13,P0004,C0007,14,6.26,0.036,87.64
SO010769,2024-06-13,P0008,C0034,21,5.06,0.043,106.26
SO010770,2024-06-13,P0002,C0029,22,7.18,0.002,157.96
SO010771,2024-06-13,P0005,C0002,22,8.75,0.027,192.5
SO010772,2024-06-13,P0001,C0009,19,6.49,0.071,123.31
SO010773,2024-06-13,P0008,C0036,43,5.01,0.052,215.43
SO010774,2024-06-13,P0010,C0019,8,3.91,0.021,31.28
SO010775,2024-06-13,P0006,C0021,30,3.0,0.089,90.0
SO010776,2024-06-13,P0007,C0030,35,2.44,0.057,85.4
SO010777,2024-06-13,P0004,C0042,45,6.17,0.05,277.65
SO010778,2024-06-14,P0002,C0001,38,6.97,0.03,264.86
SO010779,2024-06-14,P0002,C0006,42,6.75,0.061,283.5
SO010780,2024-06-14,P0003,C0027,39,3.31,0.052,129.09
SO010781,2024-06-14,P0004,C0038,32,5.95,0.083,190.4
SO010782,2024-06-14,P0009,C0041,35,4.14,0.078,144.9
SO010783,2024-06-14,P0005,C0024,30,8.6,0.043,258.0
SO010784,2024-06-14,P0009,C0037,31,4.07,0.094,126.17
SO010785,2024-06-14,P0009,C0028,36,4.18,0.07,150.48
SO010786,2024-06-14,P0007,C0021,36,2.5,0.035,90.0
SO010787,2024-06-14,P0008,C0004,30,5.13,0.031,153.9
SO010788,2024-06-14,P0005,C0044,10,8.77,0.025,87.7
SO010789,2024-06-14,P0003,C0010,11,3.17,0.092,34.87
SO010790,2024-06-14,P0001,C0017,26,6.88,0.016,178.88
SO010791,2024-06-14,P0006,C0030,37,3.1,0.057,114.7
SO010792,2024-06-14,P0004,C0034,5,6.16,0.051,30.8
SO010793,2024-06-14,P0008,C0022,8,5.27,0.003,42.16
SO010794,2024-06-14,P0005,C0023,24,8.56,0.048,205.44
SO010795,2024-06-14,P0008,C0027,17,5.27,0.004,89.59
SO010796,2024-06-14,P0006,C0029,30,2.97,0.097,89.1
SO010797,2024-06-14,P0005,C0001,8,8.65,0.038,69.2
SO010798,2024-06-14,P0007,C0016,49,2.49,0.038,122.01
SO010799,2024-06-14,P0008,C0015,9,4.95,0.065,44.55
SO010800,2024-06-14,P0006,C0022,15,3.11,0.056,46.65
SO010801,2024-06-15,P0009,C0043,33,4.37,0.026,144.21
SO010802,2024-06-15,P0009,C0008,36,4.12,0.083,148.32
SO010803,2024-06-15,P0007,C0005,35,2.57,0.006,89.95
SO010804,2024-06-15,P0004,C0025,29,6.35,0.022,184.15
SO010805,2024-06-15,P0010,C0014,21,3.9,0.022,81.9
SO010806,2024-06-15,P0009,C0002,8,4.31,0.041,34.48
SO010807,2024-06-15,P0004,C0037,10,6.13,0.056,61.3
SO010808,2024-06-15,P0002,C0003,41,6.69,0.069,274.29
SO010809,2024-06-15,P0010,C0003,47,3.65,0.085,171.55
SO010810,2024-06-15,P0008,C0004,19,4.94,0.067,93.86
SO010811,2024-06-15,P0004,C0003,27,6.39,0.016,172.53
SO010812,2024-06-15,P0001,C0009,16,6.7,0.042,107.2
SO010813,2024-06-16,P0010,C0034,25,3.87,0.03,96.75
SO010814,2024-06-16,P0008,C0035,18,5.2,0.017,93.6
SO010815,2024-06-16,P0003,C0033,39,3.37,0.033,131.43
SO010816,2024-06-16,P0008,C0025,21,5.21,0.015,109.41
SO010817,2024-06-16,P0001,C0030,32,6.89,0.015,220.48
SO010818,2024-06-16,P0008,C0044,41,5.23,0.012,214.43
SO010819,2024-06-16,P0008,C0012,45,5.23,0.012,235.35
SO010820,2024-06-16,P0007,C0036,33,2.54,0.021,83.82
SO010821,2024-06-16,P0008,C0031,11,4.91,0.072,54.01
SO010822,2024-06-16,P0001,C0034,22,6.51,0.069,143.22
SO010823,2024-06-16,P0001,C0007,38,6.97,0.003,264.86
SO010824,2024-06-16,P0003,C0012,19,3.2,0.082,60.8
SO010825,2024-06-17,P0001,C0037,27,6.3,0.098,170.1
SO010826,2024-06-17,P0001,C0012,31,6.82,0.025,211.42
SO010827,2024-06-17,P0002,C0018,45,7.08,0.015,318.6
SO010828,2024-06-17,P0004,C0022,46,6.26,0.036,287.96
SO010829,2024-06-17,P0004,C0031,18,6.41,0.012,115.38
SO010830,2024-06-17,P0005,C0008,15,8.46,0.059,126.9
SO010831,2024-06-17,P0007,C0021,43,2.56,0.011,110.08
SO010832,2024-06-17,P0001,C0019,7,6.64,0.05,46.48
SO010833,2024-06-17,P0003,C0032,40,3.46,0.008,138.4
SO010834,2024-06-17,P0004,C0014,11,6.34,0.023,69.74
SO010835,2024-06-17,P0006,C0031,26,3.06,0.071,79.56
SO010836,2024-06-17,P0001,C0037,23,6.95,0.006,159.85
SO010837,2024-06-17,P0002,C0025,41,6.88,0.043,282.08
SO010838,2024-06-17,P0004,C0013,24,6.11,0.059,146.64
SO010839,2024-06-17,P0002,C0041,32,7.07,0.017,226.24
SO010840,2024-06-17,P0008,C0044,49,4.92,0.07,241.08
SO010841,2024-06-17,P0002,C0032,36,7.1,0.013,255.6
SO010842,2024-06-17,P0005,C0044,46,8.77,0.025,403.42
SO010843,2024-06-17,P0004,C0008,23,6.31,0.028,145.13
SO010844,2024-06-17,P0005,C0022,39,8.77,0.024,342.03
SO010845,2024-06-17,P0002,C0042,26,6.66,0.074,173.16
SO010846,2024-06-17,P0007,C0019,16,2.55,0.017,40.8
SO010847,2024-06-17,P0010,C0020,11,3.87,0.03,42.57
SO010848,2024-06-18,P0004,C0005,38,6.18,0.048,234.84
SO010849,2024-06-18,P0010,C0003,47,3.85,0.035,180.95
SO010850,2024-06-18,P0001,C0014,37,6.97,0.003,257.89
SO010851,2024-06-18,P0009,C0015,8,4.41,0.018,35.28
SO010852,2024-06-18,P0009,C0035,43,4.17,0.071,179.31
SO010853,2024-06-18,P0006,C0035,32,3.07,0.066,98.24
SO010854,2024-06-18,P0001,C0023,23,6.7,0.041,154.1
SO010855,2024-06-18,P0005,C0026,38,8.33,0.073,316.54
SO010856,2024-06-18,P0004,C0042,31,6.46,0.005,200.26
SO010857,2024-06-18,P0007,C0008,36,2.48,0.042,89.28
SO010858,2024-06-18,P0010,C0025,11,3.69,0.075,40.59
SO010859,2024-06-18,P0009,C0030,5,4.28,0.047,21.4
SO010860,2024-06-18,P0008,C0022,36,5.25,0.008,189.0
SO010861,2024-06-18,P0008,C0002,39,4.99,0.056,194.61
SO010862,2024-06-18,P0002,C0022,22,6.96,0.032,153.12
SO010863,2024-06-18,P0002,C0036,43,6.64,0.077,285.52
SO010864,2024-06-18,P0005,C0018,47,8.7,0.032,408.9
SO010865,2024-06-18,P0002,C0031,19,7.08,0.015,134.52
SO010866,2024-06-18,P0010,C0030,40,3.65,0.084,146.0
SO010867,2024-06-18,P0001,C0002,12,6.94,0.007,83.28
SO010868,2024-06-18,P0003,C0018,30,3.39,0.03,101.7
SO010869,2024-06-18,P0004,C0045,24,6.19,0.046,148.56
SO010870,2024-06-18,P0004,C0034,49,6.08,0.063,297.92
SO010871,2024-06-18,P0004,C0039,11,6.42,0.011,70.62
SO010872,2024-06-18,P0009,C0030,38,4.24,0.056,161.12
SO010873,2024-06-19,P0005,C0019,32,8.11,0.098,259.52
SO010874,2024-06-19,P0003,C0015,23,3.38,0.031,77.74
SO010875,2024-06-19,P0010,C0044,48,3.91,0.02,187.68
SO010876,2024-06-19,P0007,C0010,26,2.49,0.037,64.74
SO010877,2024-06-19,P0007,C0026,5,2.56,0.013,12.8
SO010878,2024-06-19,P0005,C0021,12,8.64,0.039,103.68
SO010879,2024-06-19,P0001,C0015,25,6.64,0.05,166.0
SO010880,2024-06-19,P0003,C0031,35,3.36,0.038,117.6
SO010881,2024-06-19,P0001,C0022,26,6.9,0.013,179.4
SO010882,2024-06-19,P0008,C0008,18,5.01,0.052,90.18
SO010883,2024-06-19,P0006,C0015,24,3.11,0.054,74.64
SO010884,2024-06-19,P0006,C0031,13,3.04,0.077,39.52
SO010885,2024-06-19,P0007,C0005,49,2.56,0.012,125.44
SO010886,2024-06-19,P0008,C0005,11,4.88,0.077,53.68
SO010887,2024-06-19,P0007,C0022,48,2.45,0.053,117.6
SO010888,2024-06-19,P0005,C0004,36,8.22,0.086,295.92
SO010889,2024-06-19,P0003,C0005,23,3.39,0.029,77.97
SO010890,2024-06-19,P0005,C0031,31,8.71,0.031,270.01
SO010891,2024-06-19,P0006,C0001,34,3.12,0.053,106.08
SO010892,2024-06-19,P0009,C0031,20,4.43,0.014,88.6
SO010893,2024-06-19,P0001,C0015,40,6.87,0.017,274.8
SO010894,2024-06-20,P0005,C0022,31,8.45,0.06,261.95
SO010895,2024-06-20,P0010,C0002,42,3.89,0.025,163.38
SO010896,2024-06-20,P0001,C0035,46,6.51,0.068,299.46
SO010897,2024-06-20,P0004,C0023,33,6.26,0.036,206.58
SO010898,2024-06-20,P0002,C0019,21,6.57,0.086,137.97
SO010899,2024-06-20,P0007,C0011,7,2.42,0.067,16.94
SO010900,2024-06-20,P0008,C0028,29,5.03,0.05,145.87
SO010901,2024-06-20,P0002,C0012,45,7.06,0.018,317.7
SO010902,2024-06-20,P0002,C0025,41,6.55,0.089,268.55
SO010903,2024-06-20,P0001,C0012,34,6.77,0.031,230.18
SO010904,2024-06-20,P0001,C0034,49,6.42,0.082,314.58
SO010905,2024-06-20,P0003,C0036,7,3.34,0.042,23.38
SO010906,2024-06-20,P0008,C0045,31,4.9,0.074,151.9
SO010907,2024-06-20,P0007,C0025,16,2.42,0.065,38.72
SO010908,2024-06-20,P0009,C0001,27,4.27,0.048,115.29
SO010909,2024-06-20,P0006,C0036,48,3.18,0.032,152.64
SO010910,2024-06-20,P0007,C0029,17,2.5,0.035,42.5
SO010911,2024-06-20,P0006,C0038,10,3.14,0.047,31.4
SO010912,2024-06-20,P0006,C0035,44,3.18,0.033,139.92
SO010913,2024-06-20,P0002,C0007,15,6.97,0.03,104.55
SO010914,2024-06-20,P0004,C0006,9,6.04,0.07,54.36
SO010915,2024-06-20,P0006,C0002,35,3.21,0.025,112.35
SO010916,2024-06-20,P0009,C0015,25,4.14,0.078,103.5
SO010917,2024-06-21,P0003,C0041,45,3.42,0.019,153.9
SO010918,2024-06-21,P0004,C0043,21,6.47,0.003,135.87
SO010919,2024-06-21,P0005,C0021,25,8.64,0.039,216.0
SO010920,2024-06-21,P0001,C0010,48,6.97,0.003,334.56
SO010921,2024-06-21,P0008,C0012,24,5.2,0.017,124.8
SO010922,2024-06-21,P0005,C0036,42,8.48,0.057,356.16
SO010923,2024-06-21,P0006,C0008,18,3.06,0.07,55.08
SO010924,2024-06-21,P0003,C0043,28,3.43,0.017,96.04
SO010925,2024-06-21,P0008,C0025,36,4.8,0.093,172.8
SO010926,2024-06-21,P0009,C0017,7,4.27,0.05,29.89
SO010927,2024-06-21,P0010,C0018,34,3.93,0.014,133.62
SO010928,2024-06-21,P0004,C0032,31,6.33,0.024,196.23
SO010929,2024-06-21,P0006,C0003,20,3.18,0.032,63.6
SO010930,2024-06-21,P0008,C0041,8,4.9,0.074,39.2
SO010931,2024-06-21,P0008,C0035,34,5.21,0.016,177.14
SO010932,2024-06-21,P0001,C0030,21,6.91,0.012,145.11
SO010933,2024-06-21,P0001,C0002,41,6.91,0.011,283.31
SO010934,2024-06-21,P0006,C0043,26,3.03,0.079,78.78
SO010935,2024-06-21,P0001,C0019,7,6.82,0.024,47.74
SO010936,2024-06-21,P0002,C0045,34,7.06,0.018,240.04
SO010937,2024-06-21,P0001,C0005,16,6.3,0.099,100.8
SO010938,2024-06-21,P0010,C0018,12,3.83,0.041,45.96
SO010939,2024-06-21,P0006,C0045,6,3.12,0.051,18.72
SO010940,2024-06-21,P0008,C0004,18,4.95,0.064,89.1
SO010941,2024-06-21,P0006,C0044,20,2.99,0.091,59.8
SO010942,2024-06-21,P0004,C0017,18,5.92,0.088,106.56
SO010943,2024-06-21,P0001,C0001,24,6.56,0.062,157.44
SO010944,2024-06-21,P0006,C0002,21,2.96,0.099,62.16
SO010945,2024-06-21,P0006,C0001,16,3.08,0.065,49.28
SO010946,2024-06-22,P0002,C0039,23,6.97,0.031,160.31
SO010947,2024-06-22,P0007,C0014,13,2.58,0.004,33.54
SO010948,2024-06-22,P0005,C0024,12,8.59,0.044,103.08
SO010949,2024-06-22,P0008,C0008,42,5.18,0.02,217.56
SO010950,2024-06-22,P0009,C0034,22,4.05,0.099,89.1
SO010951,2024-06-22,P0003,C0032,46,3.4,0.026,156.4
SO010952,2024-06-22,P0009,C0040,26,4.37,0.027,113.62
SO010953,,P0008,C0032,30,5.25,0.007,157.5
SO010954,2024-06-22,P0005,C0012,42,8.83,0.018,370.86
SO010955,2024-06-22,P0008,C0014,21,4.85,0.084,101.85
SO010956,2024-06-22,P0004,C0044,38,6.37,0.019,242.06
SO010957,2024-06-22,P0003,C0008,16,3.18,0.089,50.88
SO010958,2024-06-22,P0005,C0029,27,8.43,0.062,227.61
SO010959,2024-06-22,P0002,C0040,26,6.69,0.069,173.94
SO010960,2024-06-22,P0004,C0036,9,6.16,0.051,55.44
SO010961,2024-06-22,P0004,C0044,24,6.44,0.008,154.56
SO010962,2024-06-22,P0001,C0044,7,6.88,0.016,48.16
SO010963,2024-06-23,P0009,C0031,32,4.06,0.096,129.92
SO010964,2024-06-23,P0008,C0038,48,4.93,0.068,236.64
SO010965,2024-06-23,P0001,C0035,8,6.95,0.006,55.6
SO010966,2024-06-23,P0006,C0039,18,3.28,0.004,59.04
SO010967,2024-06-23,P0007,C0020,28,2.57,0.009,71.96
SO010968,2024-06-23,P0004,C0017,26,6.47,0.003,168.22
SO010969,2024-06-23,P0010,C0023,26,3.95,0.009,102.7
SO010970,2024-06-23,P0006,C0018,49,3.16,0.04,154.84
SO010971,2024-06-23,P0004,C0043,31,6.1,0.06,189.1
SO010972,2024-06-23,P0010,C0044,32,3.7,0.072,118.4
SO010973,2024-06-23,P0004,C0036,23,5.89,0.093,135.47
SO010974,2024-06-23,P0005,C0018,11,8.61,0.042,94.71
SO010975,2024-06-23,P0005,C0041,34,8.29,0.078,281.86
SO010976,2024-06-23,P0001,C0037,45,6.34,0.093,285.3
SO010977,2024-06-24,P0005,C0024,25,8.16,0.092,204.0
SO010978,2024-06-24,P0006,C0022,34,2.97,0.097,100.98
SO010979,2024-06-24,P0010,C0005,43,3.83,0.04,164.69
SO010980,2024-06-24,P0010,C0009,36,3.87,0.029,139.32
